"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"lambda[244]",17.3155673825,0.0915121005038019,6.49053491650614,9.870694,25.77885,5030.41636968204,0.999962242232597
"lambda[245]",12.7855024,0.159594929811984,8.10373142548016,6.24627,22.34063,2578.29079537068,1.0009995476315
"lambda[246]",7.6269589425,0.0319289011129983,2.35769080281667,4.773861,10.73135,5452.62656435008,0.999601652886402
"lambda[247]",11.6009838625,0.0485954473972478,3.55514545481257,7.623932,15.76676,5352.09210325834,1.00073217475584
"lambda[248]",10.595504335,0.200016589256887,9.94481169794284,4.355355,19.13013,2472.0718773263,1.00187632308629
"lambda[249]",23.395484035,0.384578594012604,18.4444578395081,6.939825,45.99182,2300.178677701,0.999910372847886
"lambda[250]",7.912814499,0.271244403441373,9.53913191272355,3.309792,10.61267,1236.79048841249,1.00190365041145
"lambda[251]",13.7257093275,0.104146006537432,5.70562496910915,7.869718,20.33222,3001.38149689446,1.00101489124573
"lambda[252]",17.32646492425,0.516362001778111,19.3520666218041,3.721732,43.17047,1404.57893034809,1.00423367924011
"lambda[253]",28.79234180525,0.484220241174457,22.1795966349682,5.117781,57.34284,2098.0769280067,1.00209864467677
"lambda[254]",7.4691072535,0.543512402200168,12.9598095036848,2.382148,12.28697,568.562639617239,1.00579713538743
"lambda[255]",12.0838865575,0.148161094687072,7.79263081081704,5.946765,21.61067,2766.30362792432,1.00081528174325
"lambda[256]",11.53062446,0.0484545319510474,3.53850487557106,7.543389,16.17112,5332.99026616161,0.999833736425938
"lambda[257]",6.41246340125,0.102872510970229,4.35649852993056,3.654607,9.164323,1793.39709815592,1.00442320488533
"lambda[258]",13.7514946375,0.0850300177099897,4.97992297567508,8.880884,19.43417,3430.05206374906,0.999799538485515
"lambda[259]",8.8766220675,0.0359582280306106,2.60337827233443,5.670173,12.26089,5241.77032060705,1.00009125553457
"lambda[260]",9.1171883595,6.81773076009402,26.0169448693715,0.8335204,25.91262,14.5623981344806,1.26580188998124
"lambda[261]",17.169655645,0.10881705681752,7.70039263036933,9.176903,26.33631,5007.62488234412,0.999265611364362
"lambda[262]",17.4991813375,0.0763915230986923,5.09195874859822,11.44681,24.15364,4443.03173333071,0.999687579554647
"lambda[263]",9.8204249825,0.140301814661141,6.78424918445153,4.631619,15.76508,2338.17496285403,1.00128171842061
"lambda[264]",10.7197564975,0.0409893626350306,3.17932340691092,6.988303,15.00319,6016.26675635906,0.999421753109922
"lambda[265]",11.1492509575,0.188483448189982,6.19958060835918,6.802827,15.59467,1081.87774135562,1.00100425929099
"lambda[266]",7.6193652725,0.272441425008147,8.3574125989919,3.916793,10.0239,941.016851117219,1.00159930951489
"lambda[267]",10.81133595,7.88853745516066,28.2083972460637,1.070176,38.49047,12.7868578761275,1.44950882342412
"lambda[268]",19.7033919875,0.121318591799591,7.55394039983291,11.34688,29.0152,3876.96951987359,1.00043511090485
"lambda[269]",6.58635257625,0.177516977431737,7.47087707476404,3.038129,9.608119,1771.18282428474,1.00548940526581
"lambda[270]",9.5653212425,0.0546070479347834,3.53869029170929,5.65624,14.40925,4199.40451553599,1.00040644465238
"lambda[271]",8.1284919925,0.025929020963699,2.24525707030464,5.346485,11.03572,7498.24985194073,0.999370062928099
"lambda[272]",25.7802786775,0.323087651088831,17.8946515941699,8.81621,47.56405,3067.64977898852,1.00053218052814
"lambda[273]",4.46390748775,0.0178006474629411,1.39268292128411,2.771959,6.307996,6121.14829616409,1.00032458011786
"lambda[274]",6.3671247325,0.0229618717344586,1.85960019623996,4.180573,8.737827,6558.80310221207,0.999755373686852
"lambda[275]",12.66506644,0.166690162243199,8.17884183207937,6.228198,21.89872,2407.48550274642,1.00002897534072
"lambda[276]",6.633148281,0.243749017621304,6.04610573847891,3.851511,8.530966,615.269983583169,1.00301991900689
"lambda[277]",17.16394967,0.120435586508685,7.50728191337503,9.938443,25.74383,3885.57937949004,0.999882001245056
"lambda[278]",18.0361140625,0.212056700306423,10.5616005636507,9.358373,29.73825,2480.59279845035,0.999989054510108
"lambda[279]",5.233659125,0.0205441652990141,1.64304805859683,3.390333,7.323036,6396.2220419653,1.00028878972647
"lambda[280]",31.08644723,12.5501710070893,45.575306637454,0.8568454,90.08636,13.1874222353978,1.21560634595386
"lambda[281]",9.8984486275,0.0314277781358236,2.57061883642464,6.781727,13.33877,6690.33730331501,0.999468613167697
"lambda[282]",6.395308845,0.0300722473567101,1.84353134150947,4.365573,8.541486,3758.10820882698,0.999873819346895
"lambda[283]",7.425584275,0.102209209784127,3.13667513132347,5.037799,9.895833,941.800724440864,1.00177448594171
"lambda[284]",11.9502719925,0.144111774236808,7.45526795373281,6.118344,18.79933,2676.25557176346,1.00002401049636
"lambda[285]",5.5339764975,0.0183403779242691,1.50927369383884,3.730064,7.526849,6772.03889623948,0.999935814429869
"lambda[286]",15.4570140575,0.0557763595705427,4.00237021762539,10.55125,20.70051,5149.13390651291,0.999460255286127
"lambda[287]",20.5529076175,0.484537561723452,16.45388189913,3.923109,42.15916,1153.13950951037,1.00555379625045
"lambda[288]",18.330844955,0.140796158599626,8.9095882761204,9.543828,29.27517,4004.36501576214,1.0001179552819
"lambda[289]",9.2452061625,0.03187851240131,2.30669772395255,6.447821,12.26682,5235.8269016363,0.999457870986652
"lambda[290]",9.4385200675,0.0867639168012794,4.30951894886153,5.304028,13.83446,2467.05760822203,1.00062157651692
"lambda[291]",13.057505855,0.113644244037372,7.05448665383619,6.198886,20.76998,3853.32769810385,0.999740315942342
"lambda[292]",14.19990969,0.128409829967413,7.77040839473402,6.790814,24.43351,3661.77072286832,1.00050916569462
"lambda[293]",16.322187005,0.14235106013308,8.08101444311422,8.881589,25.26115,3222.62932185546,0.99994813525139
"lambda[294]",10.85207031875,0.2773855151855,12.8371012043612,3.527891,23.38437,2141.73814871228,1.00201212682151
"lambda[295]",22.8969985625,0.266896252310659,14.0862837823356,9.937254,40.41912,2785.53048478504,1.00059983159644
"lambda[296]",4.998428642,0.148106340806028,4.04374008681234,2.941321,6.836302,745.451104180129,1.00318790519572
"lambda[297]",19.3684796525,0.0635885334957372,4.52701019934883,13.8554,25.15857,5068.33517386343,0.999468530449755
"lambda[298]",13.9001109275,0.214524449168132,9.98927267150768,6.280492,24.42731,2168.273913963,1.00108737043643
"lambda[299]",20.12945226675,2.72264107222914,30.8942177472447,1.32252,59.99866,128.757822328947,1.05192176799256
"lambda[300]",12.7121041325,0.0455213546532952,3.41245369135238,8.671917,17.16909,5619.5711964618,0.999540353525313
"lambda[301]",6.2050555,0.0205050267331038,1.62370951079622,4.242195,8.340005,6270.41073189736,1.00044974526146
"lambda[302]",14.6217801525,0.171748315250492,9.87040058579831,6.032499,26.46127,3302.81756956468,1.00054525897599
"lambda[303]",14.84025152,0.0777251058768804,5.13013668208934,9.597711,20.5032,4356.47501566548,0.999676512645548
"lambda[304]",33.7019029,0.141006475653574,9.21778540322601,23.18557,45.53492,4273.41500583325,1.0010565977213
"lambda[305]",12.186405645,0.166981388664919,7.69744942078441,6.161002,20.25339,2124.99323039435,1.00092203151854
"lambda[306]",32.5403653775,0.230307160675054,12.9573154364295,19.63451,48.4447,3165.30220705834,1.00145930523569
"lambda[307]",5.6826232425,0.0422479805393027,2.15599001375836,3.711853,7.86522,2604.24345278771,1.00023555214961
"lambda[308]",6.073595325,0.0446124626218392,2.15790042249301,4.039916,8.194752,2339.64737069081,1.0026599202797
"lambda[309]",5.3519741975,0.052672337031254,1.93347199944698,3.688764,7.109286,1347.44360572036,1.0034274428856
"lambda[310]",12.491048025,0.0744821892727866,4.8807883725296,7.67832,18.23837,4294.12900819335,1.0005600002676
"lambda[311]",34.910546125,0.143939666310788,9.07628753929237,24.40456,46.75387,3976.08361587519,1.00009072110622
"lambda[312]",3.18409503075,0.0109288470239922,0.915102866071816,2.062262,4.416606,7011.18032452002,1.0009689634329
"lambda[313]",16.87596002,0.25392215063452,10.7265450662672,9.129763,27.28392,1784.50820016421,1.00064485103329
"lambda[314]",13.2698865475,0.0442142584523994,3.14526893871566,9.421331,17.45903,5060.47030796255,0.99933925025978
"lambda[315]",16.947823895,0.167030109445216,10.083380642062,6.646623,27.92531,3644.37276470067,0.999848839223451
"lambda[316]",15.2299165775,0.183583430663718,9.88551195716677,6.40672,27.38273,2899.55511849906,1.00022103744288
"lambda[317]",32.19273280375,0.705374799772209,27.2436785520977,3.355166,67.78651,1491.7347776941,1.00233759808341
"lambda[318]",28.45541319,0.251801574034534,13.7303034596113,15.05506,45.41314,2973.33190186561,1.00039736167222
"lambda[319]",25.7224443975,0.26726074922902,15.0367475505456,11.26335,43.6786,3165.46454734006,0.999624898312855
"lambda[320]",24.4902898125,0.267648100603726,14.596410074704,10.75388,41.96492,2974.15624861066,0.999464153148172
"lambda[321]",10.74868683425,0.157638953197944,7.63712977664639,4.83587,17.83261,2347.10898837689,1.0003050952498
"lambda[322]",12.3763828525,0.216135897067315,11.154287259533,4.308179,23.9545,2663.3598207398,1.00150363563477
"lambda[323]",4.64092161,0.0522177994465778,3.05123536541039,2.766762,6.346744,3414.39912966052,1.00155626679758
"lambda[324]",15.398891685,0.207366136337149,8.82907719112434,8.524186,23.74447,1812.82113458661,1.00349615492903
"lambda[325]",11.1572189825,0.0546125925709472,3.90455532999627,7.016341,15.93073,5111.60839975582,0.999878009035283
"lambda[326]",13.3721047825,0.111191923577824,6.6481442208234,7.267258,20.8225,3574.82163425246,1.00025250912424
"lambda[327]",10.69903013525,0.410924289203917,14.190588817112,3.437744,23.83941,1192.55167639743,1.00592196200636
"lambda[328]",26.4397783425,0.265107766966914,14.2450855479341,13.18081,43.55842,2887.25551908988,0.999957843746296
"lambda[329]",8.7433056075,0.0391519049942268,2.66855928751965,5.823094,11.9368,4645.66527981853,0.99973506598773
"lambda[330]",11.447295995,0.0589465414973149,4.0075061875289,6.965614,16.24974,4622.01919242201,0.999969065070258
"lambda[331]",10.997083365,0.205464031320549,8.71439884856277,4.705274,20.72319,1798.88440398986,1.00096433432211
"lambda[332]",7.80464297,0.178398463405671,6.88042881863489,3.809693,11.46951,1487.47198068223,1.00243692404851
"lambda[333]",30.5975358875,0.175220345039146,11.893297323707,18.65237,45.089,4607.18328323633,1.0007070859863
"lambda[334]",8.81473585,0.207747602707792,8.09347380336273,4.161518,16.14153,1517.74177763308,1.00176556602276
"lambda[335]",11.62351969,0.119748474268066,4.80269029330257,7.654177,15.91254,1608.53007628902,1.00183415909602
"lambda[336]",4.04426160375,0.31814501706094,6.59708727443552,2.247308,5.17348,429.985893548141,1.00675306798384
"lambda[337]",6.508857185,0.0204269995975209,1.66175985732516,4.440791,8.732126,6618.00920024217,0.999540898016769
"lambda[338]",7.20112711,0.0223123073361112,1.86333418504994,4.920262,9.731564,6974.17011536535,0.999293752966771
"lambda[339]",8.564634815,0.093717242287465,3.85511214192788,5.403856,11.87248,1692.13508551917,1.00200627401049
"lambda[340]",12.9136278175,0.335970653410139,12.7176017679499,5.377977,25.20313,1432.87318465619,1.00364327467018
"lambda[341]",25.377480285,0.152743728239818,9.00938140178348,14.71447,37.08543,3479.07003713126,1.00321696488498
"lambda[342]",12.78313959,0.0926812830645872,5.7630763454107,7.328486,18.70268,3866.55926105526,1.00055161853054
"lambda[343]",7.6624737625,0.0829791009529054,3.23615338150503,4.659665,10.76089,1520.97033796079,1.00204372934291
"lambda[344]",10.88519616,0.0388418569293801,2.89285326879438,7.493248,14.59219,5546.93201940345,0.99949677837271
"lambda[345]",15.3286351725,0.0772611065209231,5.23654462255663,9.372565,22.01213,4593.75437294129,1.0000745140253
"lambda[346]",4.77645585,2.43978468354342,12.8582933270973,1.678045,4.153514,27.7756132534087,1.1150775766771
"lambda[347]",20.171778685,0.121667063219881,7.70276117254421,12.49896,29.21743,4008.17628987618,1.00051165212701
"lambda[348]",17.04725174,0.167791412402296,8.89706667802495,9.470989,26.01873,2811.60450902355,0.999309698481032
"lambda[349]",17.9031690175,0.434923738906022,17.8661897853384,4.572764,42.14971,1687.47621547018,0.999924125279575
"lambda[350]",16.845078355,0.0785756707274004,5.12209032530247,11.11287,23.03024,4249.30859507621,0.999832184862138
"lambda[351]",11.70000302,0.104309950294446,5.44459644895355,6.882993,17.22518,2724.45672645983,1.00010404262551
"lambda[352]",12.454626645,0.0588051995447442,4.33138870947263,7.413983,17.85616,5425.28883327116,0.999444338936622
"lambda[353]",13.9351638725,0.255997424038507,11.1298515908256,5.557528,29.29024,1890.19911789388,1.00102591156339
"lambda[354]",11.307500395,0.03449007453151,2.93770996235755,7.797931,15.28726,7254.8688580611,0.999383940151811
"lambda[355]",15.17376282,0.0780704073390842,5.0216266971133,9.604378,21.26385,4137.28995165649,1.00010682056164
"lambda[356]",9.042918435,0.0288802679441307,2.15514769289751,6.385236,11.74996,5568.67201289394,0.999293155940462
"lambda[357]",21.738685545,0.512779650535687,20.338451154492,4.423483,46.84187,1573.16468798594,1.00287355224024
"lambda[358]",49.6711677505,23.6012612407659,55.4582741010656,0.988962,118.9879,5.52156610087016,1.40154162123381
"lambda[359]",20.90749211,0.833699378799356,19.4228799368858,4.483838,46.8091,542.760576822876,1.00802927180042
"lambda[360]",22.35441007,0.248448400341953,13.6725807713749,8.237732,39.92881,3028.50702670753,1.00002026933907
