"","mean","se_mean","sd","10%","90%","n_eff","Rhat"
"phi[127]",0.6234743426716,0.258484307388189,0.455696074344076,0.002693165,0.99159,3.10800858891318,1.91131458579499
"phi[128]",0.301578476585,0.00283805816462286,0.185121181772073,0.09144592,0.5662877,4254.70686847339,1.00059745915063
"phi[129]",0.798924761345,0.00256759961038844,0.138062586823261,0.6116827,0.9437394,2891.32832249422,1.00946778562785
"phi[130]",0.733329300431825,0.298316620846399,0.42284461441874,0.001379345,0.9968049,2.00912383180739,14.9002838985874
"phi[131]",0.8338270715,0.00816019257216007,0.0996348252872704,0.7003346,0.9430931,149.080730321702,1.0182286723574
"phi[132]",0.291762602875,0.00157373856875242,0.105490201617034,0.1711179,0.4273031,4493.23432279667,1.00329805646067
"phi[133]",0.1791167190575,0.00178603533961948,0.109694416687332,0.06256801,0.314629,3772.14996739618,1.0009012460018
"phi[134]",0.5020212274,0.00291313953078868,0.203570000286675,0.234279,0.7766865,4883.20527862608,1.00000149002714
"phi[135]",0.629259106335,0.00744350617610836,0.267263994461289,0.1412264,0.9056504,1289.21634762177,1.00245234474065
"phi[136]",0.5546733023,0.00235410777479421,0.143833083023871,0.3650543,0.7412839,3733.05936000453,1.00610803570873
"phi[137]",0.119509274435,0.00138557329716821,0.0883351727576873,0.03492779,0.2353045,4064.51111409618,1.00041704059748
"phi[138]",0.264479993005,0.00344776423648743,0.203531753340528,0.04638065,0.5626429,3484.89122515596,1.00176572311516
"phi[139]",0.75998890225,0.00600833101166281,0.110871606948012,0.6068903,0.8988308,340.51243990038,1.01360473459605
"phi[140]",0.2246180318,0.00104079790475831,0.0795096968175442,0.134307,0.3215623,5835.89374890029,0.999642158817763
"phi[141]",0.259091691175,0.00157756003125503,0.106928230781545,0.1174077,0.3925854,4594.23253618925,0.999788912219537
"phi[142]",0.694749811896,0.281916200245483,0.402494980723574,0.002969893,0.9847895,2.03835992057589,7.01479760986274
"phi[143]",0.05844653795,0.000698772835988212,0.0450766901377338,0.01631915,0.115591,4161.32859769846,1.00111864048957
"phi[144]",0.10570800154,0.00203423463688862,0.104828957580738,0.02360432,0.2051312,2655.58645513683,1.00152365472835
"phi[145]",0.2499468245875,0.00350174631038946,0.186232806988777,0.04766152,0.5182365,2828.4142652137,1.00301661738333
"phi[146]",0.32057369516,0.00308949727572398,0.183835245101291,0.08678188,0.5696786,3540.64124154366,1.00225026355113
"phi[147]",0.05234629468,0.000843696906780423,0.0495246342463669,0.01429647,0.09775322,3445.63793300924,1.00195424329702
"phi[148]",0.2574954670575,0.00152766273132867,0.110630057168235,0.1278994,0.3934557,5244.34562817928,0.999889357648481
"phi[149]",0.172676484354,0.0100128776994416,0.230918841147711,0.009461896,0.5518484,531.864391995184,1.02417553641412
"phi[150]",0.400511375735,0.00441950029114256,0.222664679445195,0.1011213,0.7143085,2538.37820362048,1.00728543475097
"phi[151]",0.15562424459,0.00135842283767655,0.0905212941986543,0.05211097,0.2779508,4440.49679014073,1.00099756178644
"phi[152]",0.559539384625,0.00292759158310317,0.19986662624235,0.2778179,0.8080292,4660.79051506259,0.999642702278333
"phi[153]",0.527382624775,0.00278931747650534,0.191091124020523,0.2697801,0.7829387,4693.37368713881,1.00514421003971
"phi[154]",0.69483152085,0.00434460668829596,0.198964584025625,0.409144,0.9083872,2097.25203103019,1.00583021155269
"phi[155]",0.589921890225,0.00320832051707016,0.199678939036982,0.3064481,0.8319524,3873.54872890739,1.00324061732307
"phi[156]",0.65957574887,0.00526191845212362,0.21950933090866,0.3558815,0.9032888,1740.27445566045,1.00535040397602
"phi[157]",0.53274371128325,0.0685264503867563,0.355919531095963,0.01390898,0.9404417,26.9765972755148,1.0701554371696
"phi[158]",0.83133272825,0.00866469643375711,0.107101690048886,0.6910783,0.9445672,152.786838412211,1.01923979750466
"phi[159]",0.7622042293075,0.00344124943451401,0.167537163920207,0.5427624,0.9366862,2370.22739151248,1.00061612145651
"phi[160]",0.4604464222025,0.00826676115410435,0.261333300225891,0.07986182,0.8160813,999.35255195519,1.01565171575927
"phi[161]",0.5901287302,0.00252908363512544,0.174052081210007,0.3562181,0.8220543,4736.2220844956,1.00193548349316
"phi[162]",0.420897551725,0.00249803082395887,0.183466619916724,0.1884761,0.681148,5394.09429014935,0.999596641325118
"phi[163]",0.3888410883625,0.0899751142956691,0.399391405504394,0.007018591,0.9486405,19.7039191174233,1.08089741797773
"phi[164]",0.7255502536555,0.0574687880385164,0.278605567917019,0.07979069,0.9563863,23.5025781953845,1.12347315919592
"phi[165]",0.86518415375,0.00927173696427361,0.0823564713236661,0.7594778,0.9537366,78.8993192479748,1.02523765917871
